Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Median Household Income,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
4312-KFRXN,1,Male,61,0,0,1,0,0,Bradley,93426,35.842889,-121.004862,1363,57014.0,1,2,72,Offer A,1,34.29,1,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.4,1710.9,0.0,0,2468.88,4179.780000000001,3,0,30,5512,,
2969-WGHQO,1,Female,39,0,0,1,1,>=3,Bradley,93426,35.842889,-121.004862,1363,57014.0,1,1,7,None,1,18.91,0,1,DSL,29,1,1,1,0,1,0,0,1,One Year,0,Bank Withdrawal,69.45,477.05,0.0,0,132.37,609.4200000000001,3,0,54,3334,,
3757-NJYBX,1,Male,77,0,1,1,0,0,Nipomo,93444,35.050345,-120.489599,15405,61379.0,1,3,32,None,1,7.92,1,1,Fiber Optic,3,0,1,1,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,1,65,4113,Other,Moved
5057-LCOUI,1,Female,35,0,0,0,0,0,Nipomo,93444,35.050345,-120.489599,15405,61379.0,0,0,39,Offer C,0,0.0,0,1,DSL,4,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,50.75,2011.4,0.0,0,0.0,2011.4,3,1,94,4119,Attitude,Attitude of support person
6786-OBWQR,1,Female,20,1,0,1,1,2,Nipomo,93444,35.050345,-120.489599,15405,61379.0,1,8,5,None,1,47.91,0,1,Fiber Optic,73,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,80.85,356.1,0.0,0,239.54999999999998,595.65,5,0,69,5109,,
8309-PPCED,1,Female,33,0,0,1,0,0,Nipomo,93444,35.050345,-120.489599,15405,61379.0,1,1,72,None,1,46.23,1,1,Fiber Optic,18,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,110.45,7982.5,0.0,0,3328.56,11311.06,4,0,55,6030,,
9898-KZQDZ,1,Female,65,0,1,1,0,0,Lee Vining,93541,37.890145,-119.184087,504,53750.0,1,1,40,None,1,49.5,1,1,Fiber Optic,20,0,0,0,0,1,1,1,1,Month-to-Month,1,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,1,1,95,5676,Competitor,Competitor had better devices
1266-NZYUI,1,Female,56,0,0,1,0,0,Lee Vining,93541,37.890145,-119.184087,504,53750.0,1,6,72,Offer A,1,14.65,1,1,DSL,20,1,0,1,1,0,0,0,1,Two Year,0,Bank Withdrawal,66.85,4758.8,0.0,0,1054.8,5813.6,3,0,32,6264,,
9140-CZQZZ,1,Female,38,0,0,1,0,0,Lee Vining,93541,37.890145,-119.184087,504,53750.0,1,7,68,Offer A,1,47.95,0,1,DSL,14,1,1,0,1,1,1,1,1,Two Year,1,Bank Withdrawal,79.6,5515.8,0.0,0,3260.6000000000004,8776.400000000001,4,0,39,5601,,
1089-XZWHH,1,Female,43,0,0,1,1,>=3,Lee Vining,93541,37.890145,-119.184087,504,53750.0,1,5,24,None,1,46.3,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.7,494.05,0.0,0,1111.1999999999998,1605.2499999999998,5,0,31,3594,,
8263-JQAIK,1,Male,66,0,1,0,0,0,Palmdale,93591,34.598221,-117.79593,6787,39880.0,0,0,2,None,0,0.0,0,1,DSL,6,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3,1,77,5573,Competitor,Competitor offered more data
0324-BRPCJ,1,Female,74,0,1,1,0,0,Palmdale,93591,34.598221,-117.79593,6787,39880.0,1,1,68,None,1,21.33,1,1,Cable,24,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.2,6851.65,0.0,0,1450.4399999999998,8302.09,1,1,70,4481,Competitor,Competitor offered more data
0322-CHQRU,1,Male,63,0,0,0,0,0,Palmdale,93591,34.598221,-117.79593,6787,39880.0,0,0,2,None,1,25.49,0,1,DSL,9,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.35,89.5,0.0,0,50.98,140.48,1,1,81,3478,Competitor,Competitor had better devices
9251-AWQGT,1,Female,19,1,0,1,1,>=3,Palmdale,93591,34.598221,-117.79593,6787,39880.0,1,2,48,None,1,9.77,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.0,935.9,0.0,0,468.96,1404.86,5,0,50,2608,,
2205-YMZZJ,1,Male,75,0,1,0,0,0,Clovis,93612,36.814539,-119.711868,33856,37207.0,0,0,7,None,1,39.51,1,1,Fiber Optic,13,0,0,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,1,70,2015,Competitor,Competitor made better offer
4817-QRJSX,1,Female,46,0,0,0,0,0,Clovis,93612,36.814539,-119.711868,33856,37207.0,0,0,10,Offer D,1,49.5,1,1,Fiber Optic,19,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,81.0,818.05,0.0,0,495.0,1313.05,2,1,95,2946,Attitude,Attitude of support person
7131-ZQZNK,1,Female,46,0,0,1,0,0,Clovis,93612,36.814539,-119.711868,33856,37207.0,1,1,60,Offer B,0,0.0,0,1,DSL,19,1,0,1,1,1,1,1,1,Two Year,0,Credit Card,59.85,3590.2,0.0,0,0.0,3590.2,5,0,37,5790,,
8687-BAFGU,1,Male,34,0,0,0,0,0,Clovis,93612,36.814539,-119.711868,33856,37207.0,0,0,1,Offer E,1,23.7,0,1,Fiber Optic,25,0,0,0,1,0,0,0,1,Month-to-Month,0,Bank Withdrawal,74.0,74.0,0.0,0,23.7,97.7,4,0,34,4148,,
1254-IZEYF,1,Female,74,0,1,0,0,0,Cutler,93615,36.497895,-119.285484,5519,25327.0,0,0,31,None,1,39.36,1,1,Fiber Optic,4,0,1,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,1,96,5362,Competitor,Competitor made better offer
5726-CVNYA,1,Female,44,0,0,1,0,0,Cutler,93615,36.497895,-119.285484,5519,25327.0,1,8,8,Offer E,1,17.09,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.85,146.6,0.0,0,136.72,283.32,5,0,65,3260,,
0829-XXPLX,1,Female,48,0,0,0,0,0,Cutler,93615,36.497895,-119.285484,5519,25327.0,0,0,20,None,1,30.52,0,1,Fiber Optic,21,1,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.4,1871.15,0.0,0,610.4,2481.55,4,0,68,2098,,
4686-UXDML,1,Female,24,1,0,0,0,0,Cutler,93615,36.497895,-119.285484,5519,25327.0,0,0,21,None,1,24.86,1,1,Fiber Optic,48,0,1,0,0,1,1,1,1,Month-to-Month,1,Credit Card,99.85,1992.55,0.0,0,522.06,2514.6099999999997,3,0,74,2113,,
9221-OTIVJ,1,Female,80,0,1,0,0,0,Dunlap,93621,36.789213,-119.140338,506,31544.0,0,0,14,None,1,29.96,1,1,Fiber Optic,7,0,1,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.8400000000001,1,1,86,2292,Dissatisfaction,Product dissatisfaction
2040-OBMLJ,1,Male,24,1,0,0,0,0,Dunlap,93621,36.789213,-119.140338,506,31544.0,0,0,31,None,1,17.18,1,1,Fiber Optic,76,0,0,0,1,0,0,0,1,One Year,0,Credit Card,81.7,2548.65,0.0,0,532.58,3081.23,5,0,68,4850,,
0608-JDVEC,1,Male,55,0,0,1,0,0,Dunlap,93621,36.789213,-119.140338,506,31544.0,1,5,50,Offer B,1,1.87,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.8,1013.2,0.0,0,93.5,1106.7,4,0,61,5914,,
7480-SPLEF,1,Male,63,0,0,1,1,2,Dunlap,93621,36.789213,-119.140338,506,31544.0,1,5,69,None,1,11.6,1,0,None,0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,26.0,1796.55,0.0,0,800.4,2596.95,3,0,22,4933,,
5908-QMGOE,1,Male,74,0,1,0,0,0,Fowler,93625,36.625792,-119.672483,5635,42250.0,0,0,15,None,1,23.53,1,1,Fiber Optic,9,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,74.2,1133.9,43.31,0,352.95000000000005,1443.5400000000002,1,1,80,4553,Competitor,Competitor had better devices
5671-RQRLP,1,Female,72,0,1,1,0,0,Fowler,93625,36.625792,-119.672483,5635,42250.0,1,4,70,Offer A,1,16.87,1,1,Fiber Optic,3,0,0,0,0,0,0,0,1,Two Year,1,Credit Card,75.65,5411.4,25.67,0,1180.9,6566.629999999999,4,0,30,4181,,
3345-PBBFH,1,Male,24,1,0,1,0,0,Fowler,93625,36.625792,-119.672483,5635,42250.0,1,6,8,Offer E,1,2.38,0,1,DSL,53,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.55,393.45,0.0,0,19.04,412.49,5,0,25,5922,,
6349-JDHQP,1,Female,62,0,0,0,0,0,Fowler,93625,36.625792,-119.672483,5635,42250.0,0,0,53,None,1,18.81,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.85,1049.6,0.0,0,996.93,2046.5299999999997,3,0,36,6338,,
0397-GZBBC,1,Male,70,0,1,1,0,0,South Dos Palos,93665,36.959731,-120.653519,343,33813.0,0,0,59,None,1,10.78,1,1,Fiber Optic,15,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.639999999999,2,1,85,5390,Price,Price too high
3104-OWCGK,1,Male,21,1,0,1,0,0,South Dos Palos,93665,36.959731,-120.653519,343,33813.0,1,1,60,Offer B,1,33.25,0,1,Fiber Optic,52,0,1,1,0,1,0,1,1,One Year,0,Bank Withdrawal,90.95,5453.4,0.0,0,1995.0,7448.4,3,1,76,4111,Other,Moved
6834-NXDCA,1,Female,30,0,0,0,0,0,South Dos Palos,93665,36.959731,-120.653519,343,33813.0,0,0,13,None,0,0.0,0,1,DSL,53,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,23.9,300.8,0.0,0,0.0,300.8,3,1,82,2967,Dissatisfaction,Limited range of services
7401-RUBNK,1,Female,25,1,0,1,0,0,South Dos Palos,93665,36.959731,-120.653519,343,33813.0,1,1,18,Offer D,1,43.29,0,1,Fiber Optic,41,1,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,74.8,1438.05,0.0,0,779.22,2217.27,3,0,39,4809,,
7641-EUYET,1,Male,76,0,1,1,0,0,Tranquillity,93668,36.635661,-120.288644,1130,38665.0,1,3,46,None,1,49.11,1,1,Fiber Optic,17,1,1,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,1,72,5712,Dissatisfaction,Product dissatisfaction
6711-VTNRE,1,Female,42,0,0,0,0,0,Tranquillity,93668,36.635661,-120.288644,1130,38665.0,0,0,36,None,1,27.72,0,1,Fiber Optic,24,0,0,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,87.55,3078.1,0.0,0,997.92,4076.02,1,1,92,2558,Competitor,Competitor had better devices
9650-VBUOG,1,Male,44,0,0,1,1,1,Tranquillity,93668,36.635661,-120.288644,1130,38665.0,1,9,38,Offer C,1,33.1,1,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,25.05,963.95,0.0,0,1257.8,2221.75,3,0,73,3772,,
8670-MEFCP,1,Female,23,1,0,1,1,2,Tranquillity,93668,36.635661,-120.288644,1130,38665.0,1,7,36,None,1,40.54,1,1,Cable,59,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,92.9,3379.25,0.0,0,1459.44,4838.6900000000005,3,0,77,3570,,
8245-UMPYT,1,Female,66,0,1,0,0,0,Lockwood,93932,35.989792,-121.055933,538,94712.0,0,0,16,None,1,32.11,1,1,Fiber Optic,14,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,1,80,2688,Dissatisfaction,Poor expertise of phone support
4124-MMETB,1,Male,52,0,0,0,0,0,Lockwood,93932,35.989792,-121.055933,538,94712.0,0,0,22,None,1,46.28,1,1,Fiber Optic,16,0,0,0,0,1,1,1,0,Month-to-Month,1,Credit Card,94.65,2104.55,0.0,40,1018.1600000000001,3162.71,2,1,85,3665,Competitor,Competitor offered higher download speeds
1194-BHJYC,1,Male,22,1,0,1,0,0,Lockwood,93932,35.989792,-121.055933,538,94712.0,1,1,61,Offer B,0,0.0,0,1,DSL,59,1,0,1,1,1,1,1,1,Two Year,1,Credit Card,62.15,3778.85,0.0,0,0.0,3778.85,3,0,59,6427,,
1752-OZXFY,1,Male,39,0,0,1,0,0,Lockwood,93932,35.989792,-121.055933,538,94712.0,1,6,60,Offer B,1,15.24,0,1,DSL,16,1,0,0,0,1,0,0,1,One Year,1,Credit Card,59.8,3561.15,0.0,0,914.4,4475.55,3,0,63,5488,,
5186-SAMNZ,1,Male,75,0,1,0,0,0,Marina,93933,36.689582,-121.758398,21759,53955.0,0,0,1,None,1,41.2,0,1,Fiber Optic,15,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,69.5,69.5,0.0,80,41.2,190.7,2,1,77,3273,Price,Price too high
3671-SHRSP,1,Male,46,0,0,1,0,0,Marina,93933,36.689582,-121.758398,21759,53955.0,1,1,4,Offer E,1,14.3,0,1,Fiber Optic,2,0,0,1,1,0,0,0,1,Month-to-Month,1,Mailed Check,80.6,319.15,0.0,0,57.2,376.34999999999997,3,1,86,3080,Competitor,Competitor offered more data
3663-MITLP,1,Female,43,0,0,0,0,0,Marina,93933,36.689582,-121.758398,21759,53955.0,0,0,15,None,1,16.82,0,1,Fiber Optic,26,0,1,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,101.25,1457.25,0.0,0,252.3,1709.55,3,1,85,3968,Dissatisfaction,Lack of self-service on Website
9066-QRSDU,1,Female,23,1,0,1,0,0,Marina,93933,36.689582,-121.758398,21759,53955.0,1,7,69,Offer A,1,22.08,1,0,None,0,0,0,0,0,0,0,0,0,One Year,1,Bank Withdrawal,26.3,1763.55,0.0,0,1523.52,3287.0699999999997,4,0,25,5418,,
5373-SFODM,1,Male,65,0,1,1,0,0,San Lucas,93954,36.125529,-120.864443,521,43750.0,1,1,36,None,1,24.54,1,1,Fiber Optic,5,0,0,0,0,0,1,1,1,Month-to-Month,1,Credit Card,85.25,3132.75,0.0,0,883.4399999999999,4016.19,2,1,82,3041,Dissatisfaction,Product dissatisfaction
1363-TXLSL,1,Male,80,0,1,1,0,0,San Lucas,93954,36.125529,-120.864443,521,43750.0,0,0,1,Offer E,1,39.1,0,1,Fiber Optic,27,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.3,70.3,0.0,0,39.1,109.4,1,1,91,4962,Competitor,Competitor had better devices
0323-XWWTN,1,Male,44,0,0,0,1,1,San Lucas,93954,36.125529,-120.864443,521,43750.0,0,0,3,None,1,33.87,1,0,None,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,26.4,121.25,0.0,0,101.60999999999999,222.85999999999999,5,0,77,4315,,
7858-GTZSP,1,Female,33,0,0,0,0,0,San Lucas,93954,36.125529,-120.864443,521,43750.0,0,0,12,Offer D,1,18.75,1,1,Fiber Optic,25,0,0,0,0,0,1,1,0,Month-to-Month,1,Bank Withdrawal,86.55,1066.9,0.0,110,225.0,1401.9,5,0,71,2061,,
0022-TCJCI,1,Male,79,0,1,0,0,0,Daly City,94015,37.680844,-122.48131,63337,78564.0,0,0,45,None,1,10.67,0,1,DSL,17,1,0,1,0,0,1,0,1,One Year,0,Credit Card,62.7,2791.5,0.0,0,480.15,3271.65,1,1,92,2654,Dissatisfaction,Limited range of services
4976-LNFVV,1,Male,65,0,1,1,0,0,Daly City,94015,37.680844,-122.48131,63337,78564.0,1,6,19,None,0,0.0,0,1,DSL,14,0,1,1,0,0,0,0,1,Month-to-Month,1,Credit Card,34.3,577.15,0.0,0,0.0,577.15,5,0,20,4615,,
7876-AEHIG,1,Female,48,0,0,0,0,0,Daly City,94015,37.680844,-122.48131,63337,78564.0,0,0,51,None,0,0.0,0,1,DSL,10,1,0,1,1,1,1,1,1,One Year,0,Bank Withdrawal,60.15,3077.0,0.0,0,0.0,3077.0,3,0,37,5404,,
4553-DVPZG,1,Female,30,0,0,1,0,0,Daly City,94015,37.680844,-122.48131,63337,78564.0,1,>=10,62,Offer B,1,15.06,1,1,Fiber Optic,82,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,101.35,6164.7,0.0,0,933.72,7098.42,5,0,77,5049,,
5130-IEKQT,1,Male,73,0,1,0,0,0,San Francisco,94109,37.794487,-122.42227,56330,63173.0,0,0,25,Offer C,1,46.34,1,1,Fiber Optic,22,0,1,1,0,1,1,0,1,Month-to-Month,0,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,2,1,91,4283,Price,Price too high
7508-SMHXL,1,Female,72,0,1,0,0,0,San Francisco,94109,37.794487,-122.42227,56330,63173.0,0,0,15,None,1,1.67,1,1,Fiber Optic,21,0,1,0,0,1,0,0,1,One Year,0,Credit Card,89.0,1288.3,45.69,0,25.049999999999997,1267.6599999999999,4,0,77,4452,,
2428-HYUNX,1,Male,74,0,1,1,0,0,San Francisco,94109,37.794487,-122.42227,56330,63173.0,1,4,44,None,1,1.89,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.35,847.25,0.0,0,83.16,930.41,5,0,42,4975,,
9031-ZVQPT,1,Male,21,1,0,1,0,0,San Francisco,94109,37.794487,-122.42227,56330,63173.0,1,>=10,72,None,1,14.19,1,1,Fiber Optic,71,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,108.2,7840.6,0.0,0,1021.68,8862.28,4,0,57,4773,,
3269-ATYWD,1,Male,79,0,1,0,0,0,San Francisco,94123,37.800254,-122.436975,22920,121200.0,0,0,39,Offer C,1,41.93,1,1,Fiber Optic,23,0,0,0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,1,65,4892,Other,Don't know
3519-ZKXGG,1,Female,61,0,0,1,0,0,San Francisco,94123,37.800254,-122.436975,22920,121200.0,1,1,3,Offer E,1,44.34,1,1,Fiber Optic,29,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.85,256.6,0.0,0,133.02,389.62,2,1,79,4062,Competitor,Competitor offered more data
4301-VVZKA,1,Male,25,1,0,1,0,0,San Francisco,94123,37.800254,-122.436975,22920,121200.0,1,1,16,None,1,25.83,1,1,Fiber Optic,46,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.4,1189.4,0.0,0,413.28,1602.68,5,0,51,5432,,
8909-BOLNL,1,Male,40,0,0,0,0,0,San Francisco,94123,37.800254,-122.436975,22920,121200.0,0,0,3,None,1,12.05,0,0,None,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,21.2,52.05,0.0,0,36.150000000000006,88.2,5,0,29,2088,,
7576-OYWBN,1,Male,71,0,1,0,0,0,San Mateo,94402,37.556634,-122.317723,23393,115807.0,0,0,3,None,1,30.25,1,1,Fiber Optic,28,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,1,67,2930,Competitor,Competitor had better devices
6400-BWQKW,1,Female,51,0,0,0,0,0,San Mateo,94402,37.556634,-122.317723,23393,115807.0,0,0,6,None,1,19.74,1,1,Fiber Optic,27,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.05,434.5,0.0,0,118.44,552.94,1,1,91,3263,Dissatisfaction,Network reliability
2150-UWTFY,1,Female,21,1,0,1,1,>=3,San Mateo,94402,37.556634,-122.317723,23393,115807.0,1,1,22,Offer D,1,42.98,0,1,DSL,30,1,1,1,0,0,0,0,0,Month-to-Month,0,Credit Card,61.15,1422.05,0.0,80,945.56,2447.6099999999997,1,1,87,4626,Dissatisfaction,Service dissatisfaction
3549-ZTMNH,1,Male,56,0,0,1,1,1,San Mateo,94402,37.556634,-122.317723,23393,115807.0,0,0,12,None,1,26.17,1,0,None,0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,24.0,269.65,0.0,0,314.04,583.69,3,0,69,3705,,
5539-TMZLF,1,Male,69,0,1,0,0,0,Concord,94520,38.013825,-122.039144,36186,47656.0,0,0,1,None,1,33.84,0,1,Fiber Optic,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,1,69,5057,Competitor,Competitor had better devices
9448-REEVD,1,Male,21,1,0,1,0,0,Concord,94520,38.013825,-122.039144,36186,47656.0,1,1,1,None,1,32.08,0,1,DSL,73,0,0,0,0,0,0,1,1,Month-to-Month,0,Credit Card,44.7,44.7,0.0,0,32.08,76.78,3,1,74,3700,Other,Don't know
1087-UDSIH,1,Female,38,0,0,0,0,0,Concord,94520,38.013825,-122.039144,36186,47656.0,0,0,3,Offer E,1,13.28,0,0,None,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.6,59.75,0.0,0,39.839999999999996,99.59,3,1,81,5000,Attitude,Attitude of support person
1976-AZZPJ,1,Male,47,0,0,1,0,0,Concord,94520,38.013825,-122.039144,36186,47656.0,1,3,7,Offer E,0,0.0,0,1,DSL,17,1,1,0,0,0,0,0,1,Month-to-Month,0,Credit Card,34.2,256.6,0.0,0,0.0,256.6,4,0,32,5100,,
3336-JORSO,1,Female,70,0,1,0,0,0,Hayward,94542,37.656695,-122.048361,11147,80327.0,0,0,33,Offer C,1,17.24,1,1,Fiber Optic,25,0,1,1,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,1,1,80,3401,Dissatisfaction,Product dissatisfaction
7764-BDPEE,1,Male,50,0,0,0,1,>=3,Hayward,94542,37.656695,-122.048361,11147,80327.0,0,0,3,None,1,19.58,0,0,None,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.85,60.65,0.0,0,58.739999999999995,119.38999999999999,4,0,38,5868,,
2819-GWENI,1,Female,64,0,0,1,1,1,Hayward,94542,37.656695,-122.048361,11147,80327.0,1,9,28,Offer C,1,21.91,0,0,None,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.9,543.0,0.0,0,613.48,1156.48,4,0,41,2987,,
8035-PWSEV,1,Female,60,0,0,0,0,0,Hayward,94542,37.656695,-122.048361,11147,80327.0,0,0,6,Offer E,1,35.88,0,1,Fiber Optic,10,0,0,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.25,487.05,0.0,0,215.28000000000003,702.33,3,0,76,4430,,
6861-XWTWQ,1,Male,71,0,1,1,0,0,Napa,94559,38.232389,-122.324944,26894,58363.0,1,1,7,None,1,42.92,1,1,Fiber Optic,2,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.8900000000001,2,1,90,2487,Attitude,Attitude of support person
7044-YAACC,1,Male,70,0,1,1,0,0,Napa,94559,38.232389,-122.324944,26894,58363.0,1,5,4,None,1,6.03,0,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Two Year,1,Bank Withdrawal,70.2,280.35,30.75,0,24.12,273.72,5,0,53,4444,,
2931-FSOHN,1,Male,76,0,1,0,0,0,Napa,94559,38.232389,-122.324944,26894,58363.0,0,0,13,None,1,49.9,0,1,DSL,30,0,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,59.9,788.35,0.0,0,648.6999999999999,1437.05,5,0,58,5254,,
6461-PPAXN,1,Female,20,1,0,1,0,0,Napa,94559,38.232389,-122.324944,26894,58363.0,1,5,35,None,1,42.18,0,1,Cable,59,1,0,0,1,0,0,0,1,One Year,1,Bank Withdrawal,54.95,1916.0,0.0,0,1476.3,3392.3,4,0,30,4858,,
4283-FUTGF,1,Male,67,0,1,0,0,0,El Sobrante,94803,37.963995,-122.288296,25399,76232.0,0,0,19,None,1,16.78,1,1,Fiber Optic,15,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,3,1,65,3715,Dissatisfaction,Network reliability
9708-HPXWZ,1,Male,74,0,1,0,0,0,El Sobrante,94803,37.963995,-122.288296,25399,76232.0,0,0,5,None,0,0.0,0,1,DSL,4,0,0,1,1,1,0,0,1,Two Year,0,Credit Card,45.4,214.75,0.0,0,0.0,214.75,5,0,68,2599,,
8146-QQKZH,1,Female,25,1,0,1,0,0,El Sobrante,94803,37.963995,-122.288296,25399,76232.0,1,4,71,Offer A,1,6.23,0,1,DSL,58,1,0,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,81.85,5924.4,0.0,0,442.33000000000004,6366.73,4,0,78,4090,,
1472-TNCWL,1,Male,55,0,0,0,1,1,El Sobrante,94803,37.963995,-122.288296,25399,76232.0,0,0,36,None,1,21.3,0,1,Fiber Optic,18,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,94.7,3512.5,0.0,0,766.8000000000001,4279.3,3,0,76,4671,,
2397-BRLOM,1,Male,67,0,1,1,0,0,San Rafael,94901,37.972662,-122.491452,40239,76909.0,1,2,8,None,1,26.99,0,1,Fiber Optic,2,0,0,0,0,1,0,0,1,Month-to-Month,1,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,1,91,3443,Other,Don't know
5792-JALQC,1,Female,78,0,1,0,0,0,San Rafael,94901,37.972662,-122.491452,40239,76909.0,0,0,52,Offer B,1,34.0,1,1,DSL,3,1,0,1,0,0,0,0,1,Two Year,0,Bank Withdrawal,59.85,3103.25,19.16,0,1768.0,4852.09,3,0,71,5085,,
9661-ACXBS,1,Female,26,1,0,0,0,0,San Rafael,94901,37.972662,-122.491452,40239,76909.0,0,0,42,Offer B,1,33.46,1,1,Fiber Optic,52,1,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,105.2,4400.75,40.15,0,1405.32,5765.92,1,1,89,2317,Competitor,Competitor made better offer
4869-EPIUS,1,Male,37,0,0,1,0,0,San Rafael,94901,37.972662,-122.491452,40239,76909.0,1,3,56,None,1,46.18,0,1,Fiber Optic,24,0,0,0,0,0,1,1,1,One Year,1,Bank Withdrawal,80.9,4557.5,0.0,0,2586.08,7143.58,5,0,56,5344,,
8510-AWCXC,1,Female,69,0,1,0,0,0,Novato,94945,38.135897,-122.563683,16429,83638.0,0,0,13,Offer D,1,7.22,1,1,Fiber Optic,28,1,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.9599999999998,1,1,65,3269,Attitude,Attitude of support person
2675-OTVVJ,1,Male,76,0,1,1,0,0,Novato,94945,38.135897,-122.563683,16429,83638.0,1,5,31,Offer C,1,46.06,1,1,Fiber Optic,18,1,0,0,0,1,0,0,1,Two Year,0,Bank Withdrawal,89.45,2807.65,31.58,0,1427.8600000000001,4203.93,4,0,68,5597,,
